iter	Passed	Remaining
292	1772	4277
293	1776	4266
294	1780	4255
295	1784	4243
296	1787	4231
297	1791	4220
298	1794	4208
299	1798	4196
300	1801	4184
301	1804	4171
302	1808	4159
303	1811	4147
304	1814	4135
305	1818	4123
306	1821	4112
307	1825	4100
308	1828	4089
309	1832	4078
310	1835	4066
311	1838	4054
312	1842	4043
313	1845	4031
314	1849	4021
315	1852	4010
316	1856	3999
317	1859	3988
318	1863	3978
319	1866	3967
320	1870	3957
321	1874	3946
322	1878	3936
323	1881	3926
324	1885	3915
325	1889	3905
326	1893	3896
327	1897	3887
328	1901	3877
329	1904	3866
330	1908	3858
331	1912	3847
332	1915	3836
333	1919	3826
334	1922	3816
335	1926	3807
336	1929	3795
337	1932	3785
338	1936	3775
339	1940	3766
340	1945	3758
341	1947	3747
342	1950	3736
343	1954	3727
344	1957	3716
345	1960	3706
346	1964	3697
347	1968	3688
348	1971	3678
349	1975	3668
350	1978	3658
351	1981	3648
352	1985	3638
353	1988	3628
354	1992	3620
355	1996	3611
356	1999	3601
357	2003	3592
358	2006	3583
359	2010	3573
360	2014	3565
361	2017	3555
362	2019	3544
363	2023	3535
364	2026	3524
365	2029	3515
366	2033	3506
367	2036	3497
368	2040	3488
369	2044	3480
370	2047	3471
371	2051	3462
372	2054	3453
373	2058	3444
374	2061	3436
375	2065	3427
376	2068	3418
377	2072	3410
378	2075	3401
379	2079	3392
380	2083	3384
381	2086	3375
382	2089	3365
383	2092	3357
384	2096	3349
385	2100	3341
386	2104	3333
387	2108	3325
388	2112	3317
389	2114	3308
390	2119	3301
391	2123	3293
392	2127	3285
393	2131	3278
394	2134	3269
395	2138	3261
396	2142	3253
397	2146	3246
398	2149	3238
399	2152	3229
400	2157	3223
401	2161	3215
402	2165	3207
403	2169	3200
404	2172	3192
405	2176	3185
406	2180	3177
407	2185	3170
408	2188	3162
409	2193	3155
410	2196	3148
411	2200	3140
412	2203	3132
413	2206	3123
414	2210	3115
415	2214	3108
416	2218	3101
417	2222	3094
418	2226	3086
419	2229	3079
420	2233	3072
421	2238	3065
422	2241	3057
423	2245	3050
424	2249	3043
425	2254	3037
426	2258	3030
427	2261	3022
428	2267	3018
429	2271	3010
430	2275	3004
431	2279	2996
432	2283	2989
433	2287	2983
434	2292	2977
435	2297	2972
436	2303	2967
437	2306	2960
438	2311	2953
439	2314	2945
440	2318	2939
441	2323	2933
442	2328	2927
443	2336	2925
444	2339	2918
445	2343	2910
446	2346	2903
447	2351	2897
448	2355	2890
449	2359	2883
450	2363	2876
451	2366	2869
452	2370	2862
453	2373	2855
454	2377	2848
455	2381	2841
456	2385	2833
457	2388	2826
458	2391	2819
459	2395	2811
460	2399	2804
461	2402	2797
462	2406	2791
463	2410	2784
464	2413	2776
465	2417	2769
466	2420	2762
467	2423	2755
468	2426	2746
469	2429	2739
470	2433	2733
471	2437	2726
472	2441	2719
473	2449	2718
474	2452	2710
475	2456	2704
476	2465	2703
477	2470	2697
478	2473	2690
479	2478	2685
480	2483	2679
481	2487	2673
482	2492	2668
483	2498	2663
484	2503	2658
485	2507	2651
486	2514	2649
487	2518	2642
488	2524	2638
489	2528	2631
490	2530	2623
491	2537	2619
492	2542	2615
493	2547	2608
494	2555	2607
495	2564	2606
496	2568	2599
497	2572	2592
498	2575	2586
499	2579	2579
500	2582	2572
501	2586	2565
502	2589	2558
503	2592	2551
504	2595	2544
505	2599	2537
506	2603	2531
507	2607	2524
508	2610	2517
509	2613	2511
510	2617	2504
511	2623	2500
512	2635	2502
513	2640	2496
514	2643	2489
515	2650	2485
516	2656	2481
517	2659	2474
518	2662	2467
519	2667	2462
520	2670	2455
521	2675	2450
522	2679	2443
523	2684	2438
524	2688	2432
525	2694	2427
526	2697	2421
527	2701	2415
528	2705	2408
529	2708	2401
530	2712	2395
531	2715	2389
532	2719	2382
533	2722	2376
534	2726	2370
535	2730	2363
536	2735	2358
537	2739	2352
538	2743	2346
539	2748	2340
540	2751	2334
541	2755	2328
542	2760	2323
543	2766	2318
544	2770	2312
545	2773	2306
546	2777	2299
547	2782	2294
548	2786	2288
549	2789	2282
550	2793	2276
551	2796	2269
552	2801	2264
553	2804	2257
554	2808	2251
555	2812	2245
556	2816	2240
557	2819	2233
558	2822	2227
559	2826	2220
560	2830	2214
561	2834	2208
562	2837	2202
563	2841	2196
564	2845	2190
565	2849	2185
566	2853	2178
567	2856	2172
568	2861	2167
569	2865	2161
570	2868	2155
571	2871	2148
572	2875	2142
573	2879	2136
574	2882	2130
575	2886	2124
576	2890	2119
577	2893	2112
578	2897	2106
579	2900	2100
580	2904	2094
581	2908	2088
582	2911	2082
583	2915	2076
584	2919	2070
585	2924	2065
586	2927	2059
587	2931	2054
588	2935	2048
589	2940	2043
590	2944	2037
591	2948	2032
592	2952	2026
593	2957	2021
594	2961	2015
595	2965	2010
596	2968	2004
597	2973	1998
598	2976	1992
599	2981	1987
600	2987	1983
601	2991	1977
602	2995	1972
603	3004	1969
604	3008	1964
605	3012	1958
606	3016	1953
607	3021	1948
608	3025	1942
609	3027	1935
610	3031	1929
611	3035	1924
612	3039	1918
613	3043	1913
614	3046	1907
615	3050	1901
616	3055	1896
617	3058	1890
618	3062	1884
619	3066	1879
620	3070	1873
621	3074	1868
622	3078	1863
623	3084	1858
624	3088	1853
625	3091	1847
626	3096	1841
627	3100	1836
628	3104	1831
629	3109	1825
630	3112	1820
631	3117	1815
632	3122	1810
633	3126	1804
634	3130	1799
635	3134	1793
636	3138	1788
637	3142	1782
638	3146	1777
639	3149	1771
640	3153	1766
641	3157	1760
642	3160	1754
643	3164	1749
644	3167	1743
645	3171	1737
646	3175	1732
647	3178	1726
648	3182	1721
649	3185	1715
650	3189	1709
651	3192	1703
652	3196	1698
653	3199	1692
654	3202	1686
655	3206	1681
656	3209	1675
657	3213	1670
658	3216	1664
659	3219	1658
660	3223	1653
661	3227	1647
662	3231	1642
663	3235	1637
664	3240	1632
665	3244	1627
666	3247	1621
667	3252	1616
668	3256	1610
669	3262	1607
670	3267	1602
671	3272	1597
672	3276	1591
673	3281	1587
674	3285	1581
675	3295	1579
676	3310	1579
677	3317	1575
678	3326	1572
679	3332	1568
680	3337	1563
681	3345	1560
682	3351	1555
683	3358	1551
684	3365	1547
685	3378	1546
686	3381	1540
687	3385	1535
688	3388	1529
689	3392	1524
690	3396	1518
691	3400	1513
692	3404	1508
693	3407	1502
694	3410	1496
695	3414	1491
696	3417	1485
697	3421	1480
698	3425	1474
699	3428	1469
700	3431	1463
701	3435	1458
702	3439	1452
703	3442	1447
704	3446	1442
705	3449	1436
706	3453	1431
707	3457	1425
708	3460	1420
709	3464	1415
710	3467	1409
711	3471	1404
712	3475	1398
713	3481	1394
714	3513	1400
715	3517	1395
716	3521	1390
717	3525	1384
718	3530	1379
719	3542	1377
720	3547	1372
721	3553	1368
722	3561	1364
723	3564	1359
724	3579	1357
725	3585	1353
726	3593	1349
727	3597	1344
728	3603	1339
729	3620	1339
730	3638	1338
731	3648	1335
732	3660	1333
733	3671	1330
734	3676	1325
735	3703	1328
736	3710	1323
737	3715	1318
738	3720	1313
739	3726	1309
740	3732	1304
741	3737	1299
742	3741	1294
743	3748	1289
744	3755	1285
745	3759	1280
746	3766	1275
747	3770	1270
748	3774	1264
749	3782	1260
750	3786	1255
751	3789	1249
752	3794	1244
753	3799	1239
754	3803	1234
755	3809	1229
756	3817	1225
757	3821	1220
758	3825	1214
759	3829	1209
760	3833	1204
761	3837	1198
762	3841	1193
763	3845	1187
764	3850	1182
765	3854	1177
766	3859	1172
767	3862	1166
768	3866	1161
769	3870	1156
770	3874	1150
771	3878	1145
772	3882	1140
773	3886	1134
774	3889	1129
775	3892	1123
776	3896	1118
777	3900	1113
778	3906	1108
779	3910	1102
780	3914	1097
781	3918	1092
782	3924	1087
783	3929	1082
784	3933	1077
785	3941	1073
786	3947	1068
787	3950	1062
788	3957	1058
789	3961	1053
790	3965	1047
791	3969	1042
792	3973	1037
793	3977	1032
794	3981	1026
795	3987	1021
796	3990	1016
797	3994	1011
798	3998	1005
799	4002	1000
800	4006	995
801	4010	990
802	4013	984
803	4018	979
804	4021	974
805	4025	968
806	4029	963
807	4033	958
808	4037	953
809	4041	947
810	4045	942
811	4047	937
812	4051	932
813	4056	926
814	4060	921
815	4064	916
816	4069	911
817	4072	906
818	4078	901
819	4082	896
820	4085	890
821	4089	885
822	4093	880
823	4096	874
824	4099	869
825	4104	864
826	4108	859
827	4112	854
828	4116	849
829	4119	843
830	4123	838
831	4126834	4832	4130835	4149	814
836	4155	809
837	4163	804
838	4168	799
839	4181	796
840	4186	791
841	4193	786
842	4202	782
843	4213	778
844	4221	774
845	4248	773
846	4255	768
847	4271	765
848	4290	763
849	4298	758
850	4312	755
851	4318	750
852	4324	745
853	4332	740
854	4337	735
855	4341	730
856	4348	725
857	4356	721
858	4362	716
859	4365	710
860	4371	705
861	4375	700
862	4379	695
863	4384	690
864	4389	684
865	4394	679
866	4399	674
867	4405	669
868	4410	664
869	4415	659
870	4419	654
871	4425	649
872	4429	644
873	4435	639
874	4439	634
875	4445	629
876	4452	624
877	4456	619
878	4461	614
879	4468	609
880	4472	604
881	4478	599
882	4485	594
883	4490	589
884	4496	584
885	4502	579
886	4507	574
887	4515	569
888	4519	564
889	4524	559
890	4530	554
891	4536	549
892	4540	544
893	4548	539
894	4555	534
895	4563	529
896	4567	524
897	4573	519
898	4577	514
899	4582	509
900	4587	504
901	4596	499
902	4603	494
903	4612	489
904	4622	485
905	4632	480
906	4637	475
907	4645	470
908	4650	465
909	4657	460
910	4663	455
911	4667	450
912	4673	445
913	4678	440
914	4683	435
915	4690	430
916	4694	424
917	4699	419
918	4705	414
919	4710	409
920	4714	404
921	4721	399
922	4725	394
923	4730	389
924	4735	383
925	4740	378
926	4744	373
927	4748	368
928	4754	363
929	4760	358
930	4764	353
931	4770	348
932	4775	342
933	4779	337
934	4784	332
935	4788	327
936	4793	322
937	4797	317
938	4802	311
939	4806	306
940	4810	301
941	4814	296
942	4818	291
943	4823	286
944	4827	280
945	4832	275
946	4836	270
947	4840	265
948	4844	260
949	4851	255
950	4855	250
951	4860	245
952	4867	240
953	4871	234
954	4875	229
955	4882	224
956	4886	219
957	4890	214
958	4896	209
959	4901	204
960	4906	199
961	4917	194
962	4923	189
963	4929	184
964	4936	179
965	4941	173
966	4947	168
967	4952	163
968	4956	158
969	4963	153
970	4967	148
971	4972	143
972	4977	138
973	4981	132
974	4986	127
975	4991	122
976	4996	117
977	5003	112
978	5008	107
979	5012	102
980	5016	97
981	5020	92
982	5025	86
983	5030	81
984	5034	76
985	5039	71
986	5044	66
987	5048	61
988	5053	56
989	5057	51
990	5061	45
991	5066	40
992	5071	35
993	5075	30
994	5080	25
995	5086	20
996	5091	15
997	5096	10
998	5100	5
999	5104	0
4823	9
998	4827	4
999	4833	0
	9526	254
974	9530	244
975	9536	234
976	9540	224
977	9548	214
978	9553	204
979	9558	195
980	9562	185
981	9567	175
982	9571	165
983	9576	155
984	9579	145
985	9583	136
986	9587	126
987	9591	116
988	9595	106
989	9599	96
990	9603	87
991	9621	77
992	9627	67
993	9635	58
994	9639	48
995	9645	38
996	9651	29
997	9655	19
998	9658	9
999	9663	0
