iter	Logloss
0	0.6752208131
1	0.6585866514
2	0.6446429374
3	0.6301730879
4	0.6126909952
5	0.5963737823
6	0.5801886572
7	0.5664560162
8	0.5530001792
9	0.5393974018
10	0.5255565314
11	0.5134472398
12	0.5025373479
13	0.4918666987
14	0.4805786004
15	0.4681450311616	0.457650719
17	0.4457137335
18	0.4360929921
19	0.427099435
20	0.4166880413
21	0.4066874795
22	0.3978910866
23	0.3886927446
24	0.3796483875
25	0.3688262601
26	0.3589222538
27	0.3518259004
28	0.3441797114
29	0.3349918857
30	0.3279373196
31	0.3210325246
32	0.3134528299
33	0.3052256378
34	0.2979551402
35	0.2914010375
36	0.284271595
37	0.2775396014
38	0.2716745596
39	0.2659325203
40	0.2594648238
41	0.2536147568
42	0.2486039833
43	0.2421531708
44	0.2369623086
45	0.2326470137
46	0.2272726447	47	0.2217519548	48	0.2173988662
49	0.212275950	050	0.207744751	0.193165921
52	0.1891100231
53	0.1846008477
54	0.1803239516
55	0.1763536157
56	0.1727609989
57	0.1695197758
58	0.1661897527
59	0.1623236422
60	0.1589123113
61	0.15646013
62	0.1535606446
63	0.1503617546
64	0.1473182974
65	0.1449762272
66	0.1423575129
67	0.1390346935
68	0.1361485559
69	0.1337739828
70	0.1314670707
71	0.1288716205
72	0.1262164775
73	0.1240410108
74	0.1220710932
75	0.1198933283
76	0.1175000422
77	0.1152718209
78	0.1130453978
79	0.1110299009
80	0.1093223914
81	0.1072740717
82	0.1055027173
83	0.1032194511
84	0.1008399157
85	0.09890971505
86	0.09723851707
87	0.09563082759
88	0.0940384419
89	0.09179824193
90	0.09039403554
91	0.08900046001
92	0.08764283983
93	0.08591265508
94	0.08426751614
95	0.08248958942
96	0.08113605408
97	0.07994213285
98	0.07867507913
99	0.07740953566
100	0.07584234884
101	0.07478439318
102	0.07353726647
103	0.07248013342
104	0.07126293759
105	0.07010918515
106	0.06899429743
107	0.06811230102
108	0.06728168544
109	0.06640437465
110	0.06546859619
111	0.06448869044
112	0.06352983397
113	0.06208453248
114	0.06132569879
115	0.06024152195
116	0.05933674312
117	0.05852997494
118	0.05763181363
119	0.05643977424
120	0.05582088772
121	0.05483835375
122	0.05412021248
123	0.05344778074
124	0.05252802772
125	0.05176082408
126	0.05109199515
127	0.05024070127
128	0.04945186747
129	0.04877215962
130	0.04820111921
131	0.04749510775
132	0.04694810076
133	0.04623906277
134	0.04546815772
135	0.04502522696
136	0.04457990548
137	0.04381287614
138	0.04336167203
139	0.04292518221
140	0.04215799486
141	0.04153346452
142	0.04098774376
143	0.04058581993
144	0.04010873743
145	0.03932345731
146	0.0388731138
147	0.03839461353
148	0.03798486091
149	0.03747422439
150	0.03702283355
151	0.03649584356
152	0.03613627457
153	0.03570388158
154	0.03517630982
155	0.03479513759
156	0.03438670653
157	0.03393438808
158	0.03351113219
159	0.03308252544
160	0.03264690008
161	0.03227712862
162	0.03184410893
163	0.03138982095
164	0.03108802869
165	0.03072941402
166	0.03035920983
167	0.02996112801
168	0.02966628755
169	0.02929350105
170	0.02893813839
171	0.02861261352
172	0.0173	0.03009173	0174	0.0298202174	0175	0.0295251175	0176	0.0292401176	0177	0.0289481177	0178	0.0286240178	0179	0.0282899179	0180	0.02809007584
181	0.02784754397
182	0.02761912308
183	0.02732864145
184	0.02711555087
185	0.02688068889
