iter	Logloss
797	0.00704771737
798	0.007029480418
799	0.007014946432
800	0.007000085778
801	0.006990708346
802	0.006970041998
803	0.00694629319
804	0.006920488947
805	0.006890420018
806	0.006865277652
807	0.006851273444
808	0.006841144194
809	0.006831998615
810	0.006818006602
811	0.006809131493
812	0.0067913157
813	0.006773125016
814	0.006762029427
815	0.006745780819
816	0.00673817012
817	0.006731009726
818	0.006722758612
819	0.006706757363
820	0.0066892307
821	0.006665344827
822	0.006644695491
823	0.006628418999
824	0.006606692053
825	0.00658530755
826	0.006563923774
827	0.006538590072
828	0.006529747302
829	0.006512466032
830	0.006505268496
831	0.006482806685
832	0.006459222547
833	0.006443419572
834	0.006421347293
835	0.006395257141
836	0.006382953187
837	0.006362549344
838	0.006354868133
839	0.006335463523
840	0.006319863521
841	0.006310148459
842	0.006288412461
843	0.006280027039
844	0.006269570799
845	0.006264040757
846	0.006240306506
847	0.006225089311
848	0.006204455397
849	0.006186465172
850	0.006166063367
851	0.00614696253
852	0.006135958043
853	0.006115242802
854	0.006091558506
855	0.006073514048
856	0.006062371502
857	0.006047798214
858	0.00602608469
859	0.006011939041
860	0.005991112178
861	0.005978284863
862	0.005958561635
863	0.00593802655
864	0.00591769701
865	0.00590127077
866	0.005879244623
867	0.005857398537
868	0.005849880448
869	0.005831016993
870	0.005813077661
871	0.0057918781
872	0.005778976128
873	0.005762936966
874	0.0057420988
875	0.005736125473
876	0.005721937689
877	0.00571341361
878	0.00569900965
879	0.00568834167
880	0.005668978194
881	0.005648689458
882	0.005633011136
883	0.005613139985
884	0.005599289754
885	0.005587076118
886	0.005569962842
887	0.005554037079
888	0.005538607248
889	0.005528938373
890	0.005511524486
891	0.005505715789
892	0.005489045308
893	0.005483961285
894	0.005464867338
895	0.005453612671
896	0.005434869445
897	0.005429901359
898	0.005411357533
899	0.00539749425
900	0.005386915828
901	0.00537792679
902	0.005371669585
903	0.005357156332
904	0.005343392007
905	0.005327897638
906	0.005309983841
907	0.005292258109
908	0.005277224867
909	0.005265330124
910	0.005254646164
911	0.005242383545
912	0.005227363812
913	0.005212812697
914	0.005200139847
915	0.00518663949
916	0.005173409672
917	0.00515651072
918	0.005139788917
919	0.005123108725
920	0.005110410481
921	0.005096063501
922	0.005080205217
923	0.005064023928
924	0.005047906527
925	0.005038759886
926	0.00502286565
927	0.005006914307
928	0.004991185614
929	0.004977612201
930	0.004962119083
931	0.004948607966
932	0.004935390615
933	0.00492004675
934	0.004904962565
935	0.00488992978
936	0.004876352569
937	0.00486150132
938	0.00484674146
939	0.004840121724
940	0.004831630631
941	0.004818667107
942	0.00480475193
943	0.004790483064
944	0.004776205224
945	0.004762054965
946	0.004749847466
947	0.004739183348
948	0.00472518337
949	0.004713041388
950	0.004702583921
951	0.004688755679
952	0.004676901498
953	0.004663363559
954	0.004650939462
955	0.004637453137
956	0.004629247127
957	0.004615862341
958	0.004602652115
959	0.004589544039
960	0.00457986754
961	0.0045748827
962	0.004565695448
963	0.004552754003
964	0.004539779943
965	0.004526832752
966	0.004514120575
967	0.004501461215
968	0.004488937122
969	0.004476360427
970	0.004466635013
971	0.004454286518
972	0.004443929192
973	0.004433179461
974	0.004421101767
975	0.004409018822
976	0.004397007588
977	0.004389954652
978	0.00437929431
979	0.004368882119
980	0.004357173174
981	0.004345405918
982	0.004335536744
983	0.004323948918
984	0.00431238179
985	0.004303238799
986	0.004291950273
987	0.004280472913
988	0.00426925833
989	0.004258147061
990	0.004249904577
991	0.004242747552
992	0.004231801216
993	0.004220731227
994	0.004209936684
995	0.004203321606
996	0.004195140877
997	0.004187127223
998	0.004179158916
999	0.004168430252
13437
998	0.003988494691
999	0.003977927945

99	0.003941766202
