iter	RMSE
173	16.04797964
174	16.03514713
175	16.02201939
176	15.99870749
177	15.97680201
178	15.95653239
179	15.93555402
180	15.91122067
181	15.90210313
182	15.88996752
183	15.87011259
184	15.85947586
185	15.85747544
186	15.83576249
187	15.81752812
188	15.80839996
189	15.79809514
190	15.78454435
191	15.76942667
192	15.74911957
193	15.72818416
194	15.72189667
195	15.70270361
196	15.68305934
197	15.66967743
198	15.64200919
199	15.62446658
200	15.61821265
201	15.6044658
202	15.59298577
203	15.57295559
204	15.55994146
205	15.54975883
206	15.53773052
207	15.51991815
208	15.49832997
209	15.49523745
210	15.47510313
211	15.4714616
212	15.46605067
213	15.45488506
214	15.4462457
215	15.43956352
216	15.42549092
217	15.41189099
218	15.39275507
219	15.37207439
220	15.36004463
221	15.34150196
222	15.3300092
223	15.32454417
224	15.3133578
225	15.30145554
226	15.29532517
227	15.2870059
228	15.27337612
229	15.27103461
230	15.26608639
231	15.25928467
232	15.25614318
233	15.25312702
234	15.24278588
235	15.23397137
236	15.20676152
237	15.19048709
238	15.18212396
239	15.16056971
240	15.14647744
241	15.14297563
242	15.11930804
243	15.11427866
244	15.1070043
245	15.09554419
246	15.09252104
247	15.08018019
248	15.07631371
249	15.06878491
250	15.05941508
251	15.05027424
252	15.0438023
253	15.04078863
254	15.03822229
255	15.02871281
256	15.0211625
257	15.01744649
258	15.01123289
259	14.98957759
260	14.97005947
261	14.96609903
262	14.96180809
263	14.95930511
264	14.94383934
265	14.92622283
266	14.9081616
267	14.8992167
268	14.89723127
269	14.89505941
270	14.88627485
271	14.8832644
272	14.86271221
273	14.86056959
274	14.8567705
275	14.85091243
276	14.82364855
277	14.80200789
278	14.78696994
279	14.78460356
280	14.77337341
281	14.74742307
282	14.74411561
283	14.72356834
284	14.71296442
285	14.7108037
286	14.70747377
287	14.68938603
288	14.67465596
289	14.656543
290	14.65450381
291	14.62630318
292	14.61891644
293	14.61688014
294	14.60887245
295	14.60563113
296	14.58533255
297	14.57259396
298	14.55425205
299	14.54698745
300	14.52999457
301	14.5140091
302	14.49737537
303	14.48910402
304	14.46758722
305	14.46506322
306	14.44912131
307	14.44320645
308	14.43121632
309	14.39996103
310	14.38475121
311	14.36586111
312	14.35073695
313	14.32795996
314	14.30631742
315	14.28776744
316	14.28587097
317	14.28148388
318	14.27948132
319	14.27653756
320	14.26578179
321	14.26103224
322	14.23687566
323	14.21120581
324	14.19783962
325	14.18266871
326	14.17535526
327	14.1705018
328	14.16513307
329	14.16011802
330	14.14356478
331	14.13947602
332	14.12466691
333	14.10219639
334	14.07894485
335	14.06277139
336	14.03412222
337	14.03238673
338	14.02585392
339	13.99839202
340	13.98437528
341	13.96809742
342	13.9455662
343	13.91878223
344	13.90550422
345	13.88221839
346	13.86692697
347	13.85559751
348	13.83529072
349	13.82976402
350	13.80858094
351	13.80251122
352	13.77629041
353	13.76955452
354	13.76351214
355	13.74893057
356	13.72440845
357	13.71258675
358	13.69812142
359	13.68451124
360	13.6772643
361	13.6502525
362	13.64854146
363	13.6360956
364	13.61745394
365	13.59965532
366	13.58256394
367	13.56238581
368	13.53802096
369	13.52836181
370	13.51445932
371	13.5048134
372	13.48755701
373	13.46465552
374	13.45769654
375	13.45113992
376	13.43164073
377	13.42273096
378	13.41602256
379	13.41072334
380	13.40124022
381	13.38865384
382	13.38025838
383	13.37163989
384	13.35490304
385	13.3461259
386	13.32130393
387	13.31971604
388	13.30087349
389	13.29471309
390	13.27547078
391	13.2584542
392	13.2423884
393	13.2346111
394	13.22009703
395	13.21197051
396	13.18860978
397	13.17271956
398	13.17030624
399	13.16092858
400	13.15246912
401	13.13501372
402	13.12997501
403	13.10723136
404	13.09307927
405	13.08170761
406	13.06080161
407	13.04456521
408	13.02267748
409	13.00276925
410	12.97801667
411	12.95940237
412	12.95355807
413	12.95237243
414	12.93114963
415	12.9299595
416	12.92865352
417	12.91423375
418	12.91228821
419	12.89022171
420	12.87560258
421	12.87435235
422	12.858864
423	12.85656491
424	12.83735371
425	12.81915687
426	12.79777074
427	12.78136295
428	12.7755405
429	12.76013077
430	12.73373079
431	12.71246996
432	12.6950598
433	12.68434805
434	12.67978472
435	12.66889254
436	12.65252372
437	12.65126265
438	12.64618732
439	12.64087793
440	12.63595231
441	12.61651144
442	12.60457613
443	12.58976855
444	12.57790584
445	12.56340411
446	12.56222471
447	12.55753363
448	12.55017475
449	12.5281242
450	12.50767268
451	12.48909201
452	12.476147
453	12.46464019
454	12.45400046
455	12.43923662
456	12.42446202
457	12.42296435
458	12.41360039
459	12.41001811
460	12.39625153
461	12.38417282
462	12.37389459
463	12.37196563
464	12.35782542
465	12.35226218
466	12.34037551
467	12.32955791
468	12.32496335
469	12.31481864
470	12.3064708
471	12.29582883
472	12.27611355
473	12.25944905
474	12.24456557
475	12.23633836
476	12.21667212
477	12.19926665
478	12.1921197
479	12.17469156
480	12.16924839
481	12.14728878
482	12.13053801
483	12.11510976
484	12.09285675
485	12.08641408
486	12.07199529
487	12.06747591
488	12.0584906
489	12.04796771
490	12.03173338
491	12.02578485
492	12.01887081
493	12.01452239
494	12.00651229
495	11.98768417
496	11.98270732
497	11.97070803
498	11.96656856
499	11.95025523
500	11.932615
501	11.91424195
502	11.9108032
503	11.89567237
504	11.88863121
505	11.86428427
506	11.85275015
507	11.84709755
508	11.82864341
509	11.8177863
510	11.80408812
511	11.79025398
512	11.77112574
513	11.76130637
514	11.73995102
515	11.72179465
516	11.70598377
517	11.70072726
518	11.68698288
519	11.67420025
520	11.66987915
521	11.6658364
522	11.65945759
523	11.65608149
524	11.6521495
525	11.63461314
526	11.61962674
527	11.6015969
528	11.5969027
529	11.58517027
530	11.57609266
531	11.56223071
532	11.54940119
533	11.53942939
534	11.53527963
535	11.52721322
536	11.51890955
537	11.50894236
538	11.49350066
539	11.48963233
540	11.48571076
541	11.47693397
542	11.46964646
543	11.46310139
544	11.45856848
545	11.45171641
546	11.43416855
547	11.42765262
548	11.42291444
549	11.41485821
550	11.41037853
551	11.40816163
552	11.39055911
553	11.36960846
554	11.35406427
555	11.34646218
556	11.33636363
557	11.32915843
558	11.31419591
559	11.3054737
560	11.29729438
561	11.28335638
562	11.26821574
563	11.24878987
564	11.23434458
565	11.21721898
566	11.20273621
567	11.18720993
568	11.16834157
569	11.14942224
570	11.14651819
571	11.14068663
572	11.12850219
573	11.11693006
574	11.09920731
575	11.09317574
576	11.07687078
577	11.07579147
578	11.07184508
579	11.05477415
580	11.04457075
581	11.02896341
582	11.02115509
583	11.01437112
584	11.00568808
585	10.99298014
586	10.97960262
587	10.97346369
588	10.9650787
589	10.95500485
590	10.94101712
591	10.93423427
592	10.9146608
593	10.90742172
594	10.89344791
595	10.88265063
596	10.8689703
597	10.86234492
598	10.8548614
599	10.84854433
600	10.84275406
601	10.84006574
602	10.82944907
603	10.81979681
604	10.80722289
605	10.80611554
606	10.79558007
607	10.79280015
608	10.77817046
609	10.76551099
610	10.75966152
611	10.75469301
612	10.753568
613	10.75024489
614	10.74717141
615	10.73283779
616	10.72464515
617	10.70526106
618	10.69843624
619	10.69214804
620	10.69101869
621	10.67307076
622	10.65987364
623	10.65547758
624	10.64834171
625	10.6475319
626	10.64650887
627	10.63425355
628	10.62686689
629	10.61427906
630	10.60558543
631	10.60235019
632	10.59280226
633	10.59068764
634	10.58441769
635	10.57902306
636	10.5630105
637	10.55346609
638	10.54579497
639	10.53664417
640	10.53355275
641	10.53005269
642	10.51876219
643	10.50915718
644	10.50220154
645	10.49958621
646	10.48625172
647	10.47958059
648	10.46652555
649	10.46387607
650	10.45987929
651	10.44391226
652	10.43722026
653	10.4252146
654	10.41990032
655	10.40601377
656	10.39740454
657	10.39506545
658	10.39191731
659	10.37479681
660	10.36363451
661	10.35814208
662	10.34510358
663	10.34051513
664	10.32667957
665	10.32603141
666	10.32313385
667	10.31006479
668	10.30907697
669	10.29780545
670	10.28748073
671	10.27790423
672	10.26984557
673	10.26747791
674	10.26670685
675	10.25638311
676	10.24451602
677	10.24308687
678	10.24007658
679	10.22324644
680	10.20956333
681	10.20107424
682	10.18834044
683	10.18018689
684	10.17788411
685	10.16869009
686	10.15796201
687	10.14987326
688	10.13329034
689	10.12841033
690	10.12063936
691	10.11854048
692	10.11372761
693	10.09976453
694	10.0951278
695	10.08955362
696	10.08278417
697	10.06526811
698	10.05887036
699	10.04957539
700	10.04215431
701	10.03856828
702	10.02681955
703	10.01288324
704	10.00889022
705	10.00128958
706	9.987326399
707	9.9822654
708	9.974346237
709	9.958594894
710	9.957277304
711	9.947454244
712	9.943727677
713	9.938568513
714	9.92862164
715	9.916001506
716	9.905352498
717	9.894287046
718	9.891662057
719	9.885449001
720	9.876187759
721	9.873412693
722	9.869742885
723	9.851617055
724	9.849758323
725	9.838408638
726	9.83514372
727	9.834284657
728	9.82454435
729	9.81717786
730	9.813870918
731	9.806193646
732	9.794049818
733	9.789109188
734	9.788305589
735	9.773666628
736	9.760682047
737	9.751257691
738	9.737173574
739	9.723592983
740	9.715970063
741	9.708145033
742	9.704695315
743	9.696615908
744	9.687755526
745	9.68545316
746	9.680954616
747	9.676223982
748	9.665227933
749	9.658738594
750	9.647328511
751	9.64124234
752	9.636984222
753	9.631639057
754	9.627419608
755	9.616392807
756	9.614962693
757	9.606698013
758	9.594369693
759	9.584007279
760	9.575312064
761	9.567643834
762	9.562431964
763	9.551205807
764	9.544521268
765	9.535394874
766	9.524954621
767	9.519914428
768	9.514283928
769	9.509575123
770	9.506993575
771	9.497646131
772	9.492593929
773	9.484251416
774	9.478318313
775	9.461597023
776	9.455637273
777	9.451291127
778	9.442471451
779	9.434664749
780	9.427705458
781	9.421091535
782	9.410040819
783	9.403479331
784	9.395109149
785	9.384744676
786	9.378075577
787	9.373887407
788	9.363605275
789	9.347999224
790	9.339516491
791	9.335107864
792	9.332433947
793	9.319658078
794	9.31893657
795	9.314921189
796	9.298071752
797	9.291722811
798	9.289343081
799	9.284355583
800	9.281121127
801	9.276772685
802	9.269158776
803	9.265558415
804	9.254694471
805	9.252627933
806	9.251610386
807	9.243352921
808	9.237513239
809	9.232108404
810	9.223118702
811	9.220837772
812	9.209119774
813	9.203960879
814	9.197854211
815	9.196944533
816	9.193690106
817	9.184746133
818	9.175715073
819	9.168273334
820	9.162870837
821	9.154535866
822	9.151780862
823	9.148940358
824	9.138454632
825	9.136599949
826	9.134850757
827	9.124663795
828	9.112120593
829	9.097393424
830	9.08490465
831	9.072099341
832	9.071294443
833	9.067620686
834	9.064145256
835	9.063259758
836	9.055406226
837	9.04843513
838	9.03782673
839	9.032222136
840	9.023523202
841	9.010907648
842	9.006230466
843	9.003186745
844	8.998500807
845	8.995866734
846	8.985634405
847	8.983340763
848	8.978138476
849	8.969644222
850	8.961817925
851	8.951490074
852	8.943801868
853	8.93943401
854	8.934494232
855	8.923819464
856	8.91684078
857	8.913220068
858	8.911078357
859	8.900601906
860	8.895601996
861	8.885473184
862	8.877733776
863	8.873703772
864	8.865803657
865	8.863261669
866	8.849889136
867	8.848324612
868	8.847389082
869	8.8407633
870	8.837408723
871	8.8335493
872	8.826955711
873	8.820977662
874	8.817554518
875	8.815204838
876	8.809133943
877	8.805448939
878	8.8011767
879	8.800637656
880	8.796443429
881	8.795855835
882	8.78603695
883	8.781735893
884	8.78064911
885	8.774365661
886	8.765879727
887	8.764343961
888	8.760767443
889	8.756210845
890	8.754609914
891	8.752959969
892	8.747651118
893	8.733998613
894	8.726565703
895	8.718248633
896	8.714068082
897	8.708343907
898	8.694731518
899	8.691269622
900	8.690587018
901	8.688049812
902	8.683018097
903	8.675991654
904	8.669839132
905	8.664319567
906	8.660811791
907	8.64769368
908	8.643571161
909	8.639265578
910	8.635077967
911	8.626711304
912	8.616214301
913	8.602957555
914	8.59300244
915	8.592341478
916	8.591795914
917	8.587855694
918	8.581758679
919	8.580615416
920	8.578094328
921	8.576339717
922	8.573620282
923	8.567819641
924	8.554993905
925	8.550273071
926	8.546074237
927	8.537755145
928	8.531167493
929	8.523728073
930	8.514216901
931	8.504151584
932	8.498698899
933	8.497272372
934	8.489451559
935	8.477206388
936	8.466075511
937	8.462005767
938	8.457507944
939	8.455396267
940	8.448989561
941	8.441154927
942	8.433595882
943	8.430680622
944	8.426038661
945	8.416835363
946	8.406733823
947	8.398715075
948	8.398201872
949	8.395026609
950	8.394292931
951	8.387249753
952	8.386480053
953	8.378985656
954	8.373461099
955	8.372263567
956	8.367704651
957	8.355274676
958	8.34931433
959	8.34166709
960	8.331131298
961	8.32534094
962	8.322111655
963	8.317283992
964	8.312010932
965	8.304440077
966	8.303793072
967	8.299001951
968	8.292793942
969	8.291268354
970	8.290138416
971	8.287428266
972	8.283748447
973	8.279564677
974	8.278869027
975	8.272177778
976	8.263873601
977	8.25835733
978	8.255906571
979	8.253415084
980	8.239349874
981	8.235294378
982	8.234279395
983	8.230379669
984	8.228663364
985	8.225120442
986	8.22194172
987	8.211237045
988	8.203001881
989	8.197059769
990	8.195622163
991	8.194967434
992	8.191485166
993	8.18355043
994	8.182902977
995	8.18134187
996	8.163628577
997	8.157628956
998	8.153905882
999	8.146120035
999	7.598586616

