iter	MultiClass
0	0.9911664977
1	0.897094794
2	0.8039232357
3	0.7341506316
4	0.6755033592
5	0.6137467467
6	0.5638912586
7	0.5185222554
8	0.4859028267
9	0.4475463112
10	0.4139487959
11	0.3848803818
12	0.3610038853
13	0.3359217149
14	0.3174291543
15	0.2984972279
16	0.2810112198
17	0.2662923457
18	0.249660918
19	0.2338278012
20	0.2183143046
21	0.205176736
22	0.1930002019
23	0.1843924819
24	0.1752658823
25	0.16794873
26	0.1601831105
27	0.1503488958
28	0.142740957
29	0.1350594665
30	0.1275367024
31	0.1225947208
32	0.1154487772
33	0.1094139927
34	0.1039447655
35	0.09975235897
36	0.0952764261
37	0.09110179031
38	0.08798340577
39	0.08441224157
40	0.08111472361
41	0.07844845326
42	0.07475763663
43	0.07153778236
44	0.0691623642
45	0.06611491996
46	0.06346436629
47	0.06159634328
48	0.05957566668
49	0.05762246468
50	0.05575764327
51	0.05295513421
52	0.05109375864
53	0.04958091503
54	0.04730634053
55	0.0457285197
56	0.04380449299
57	0.04302851646
58	0.04188048794
59	0.04095205759
60	0.03996485244
61	0.03907704093
62	0.03782519707
63	0.03677385147
64	0.03588584631
65	0.03492696987
66	0.03444131003
67	0.03396227202
68	0.03310430846
69	0.03185349021
70	0.03108332154
71	0.03057912402
72	0.02981653667
73	0.02923515316
74	0.02873407505
75	0.02830242081
76	0.02736620086
77	0.02655780904
78	0.02572287019
79	0.02540176242
80	0.02493096562
81	0.02407326054
82	0.02342171931
83	0.0226893558
84	0.02195871442
85	0.02128481734
86	0.02094546486
87	0.02055985953
88	0.02005476615
89	0.01947306783
90	0.01902730524
91	0.01854907269
92	0.01804040596
93	0.01756070138
94	0.01709775462
95	0.01686273415
96	0.01659203138
97	0.01638368798
98	0.01618544764
99	0.01577326594
100	0.01550662478
101	0.01516187521
102	0.01500595217
103	0.01461760929
104	0.01440526387
105	0.01407256614
106	0.01373266919
107	0.01342801883
108	0.01317224419
109	0.01289020444
110	0.01271043394
111	0.01244437868
112	0.01219207315
113	0.01195067709
114	0.01171541468
115	0.01149122375
116	0.01127504842
117	0.01111852152
118	0.01091537326
119	0.01071825346
120	0.0105287479
121	0.01034009216
122	0.01016299944
123	0.009990017517
124	0.009823596574
125	0.009661551591
126	0.00951714428
127	0.009364435507
128	0.009216433385
129	0.009072929442
130	0.008931042875
131	0.008796049132
132	0.008662490971
133	0.00859355995
134	0.008465832429
135	0.008344080508
136	0.008224527357
137	0.008107321156
138	0.007995417899
139	0.007886508697
140	0.007834054841
141	0.007727318602
142	0.00762344182
143	0.00756949838
144	0.007469679289
145	0.007374127152
146	0.007325641681
147	0.007233550711
148	0.007142131501
149	0.007065357925
150	0.006979450974
151	0.00689558194
152	0.006812249618
153	0.006732287569
154	0.006654158246
155	0.006577799839
156	0.006503153253
157	0.006430161964
158	0.00635877188
159	0.006287736494
160	0.00621942759
161	0.006151442478
162	0.006084930838
163	0.0060198451
164	0.005993221342
165	0.005931005173
166	0.005869053845
167	0.005815050159
168	0.005756426272
169	0.005698959373
170	0.005652883048
171	0.005610402386
172	0.005579185981
173	0.005524227434
174	0.005490129973
175	0.005437668367
176	0.005403059772
177	0.005378766005
178	0.005328289989
179	0.005301885277
180	0.005251978559
181	0.005197286772
182	0.005150315916
183	0.005103207022
184	0.005056956238
185	0.005035479915
186	0.004999770491
187	0.004974948578
188	0.004931555627
189	0.004897387375
190	0.00485531679
191	0.004813956187
192	0.004773287767
193	0.004733294321
194	0.004712130639
195	0.004681969101
196	0.004643378119
197	0.004604838561
198	0.00456693778
199	0.004530202408
200	0.004508817775
201	0.004470094606
202	0.004447915585
203	0.004412464379
204	0.004383047968
205	0.004367062826
206	0.004348202518
207	0.004314738025
208	0.004281781173
209	0.00424884624
210	0.004229921823
211	0.004212999065
212	0.004181510655
213	0.004150486495
214	0.004117143182
215	0.004086633658
216	0.00406262131
217	0.004032913221
218	0.004003639781
219	0.003980937733
220	0.003952796016
221	0.003930715196
222	0.003913152072
223	0.003894142054
224	0.003867143235
225	0.003850176634
226	0.003823747163
227	0.003806920821
228	0.00379168024
229	0.003765656146
230	0.003739990199
231	0.003715009836
232	0.003703308178
233	0.003678789697
234	0.003654267517
235	0.003630390138
236	0.003619767236
237	0.003596319383
238	0.003585686366
239	0.003562354674
240	0.003545521474
241	0.00353102582
242	0.003518262702
243	0.003504111953
244	0.003482033767
245	0.0034602314
246	0.003443243642
247	0.003430343865
248	0.003416382412
249	0.003395081976
250	0.00337404866
251	0.003353541571
252	0.003333281682
253	0.003313007561
254	0.003293232603
255	0.003279378741
256	0.003264838473
257	0.003245370118
258	0.003226374307
259	0.003218543385
260	0.003199603235
261	0.003180887229
262	0.003172197969
263	0.003153792321
264	0.003135601417
265	0.003117838851
266	0.003100061353
267	0.003082697738
268	0.003073306391
269	0.003056023611
270	0.003044742533
271	0.003027977908
272	0.003014358061
273	0.002997725243
274	0.002986670732
275	0.00297900113
276	0.002962732993
277	0.002946643541
278	0.002930917164
279	0.002920282038
280	0.002904634635
281	0.002889338329
282	0.00288147412
283	0.002871970975
284	0.002856824444
285	0.002841838654
286	0.002828463157
287	0.002815244809
288	0.002808059408
289	0.002798696868
290	0.002789736953
291	0.002775574112
292	0.002767463429
293	0.002759488629
294	0.002750076828
295	0.002736131573
296	0.002727675185
297	0.002719002634
298	0.002712888757
299	0.002699292468
300	0.002691842718
301	0.002678447441
302	0.002665186704
303	0.002654727191
304	0.00264170295
305	0.002631179859
306	0.00261852659
307	0.002610198544
308	0.002597599379
309	0.002588408657
310	0.002576019195
311	0.002563749342
312	0.002551727926
313	0.002539689659
314	0.002527765889
315	0.002520581349
316	0.002508955318
317	0.002503617462
318	0.002492019929
319	0.002485505682
320	0.002478751179
321	0.002474047546
322	0.002462704063
323	0.00245146554
324	0.002444546717
325	0.002429587003
326	0.002423420224
327	0.002418895825
328	0.002412700029
329	0.002408273578
330	0.002397500346
331	0.002386933642
332	0.002380761262
333	0.002376128528
334	0.002369166016
335	0.002358724855
336	0.002351558548
337	0.002342289245
338	0.002332178677
339	0.00232205122
340	0.002317051212
341	0.002307151299
342	0.002302688511
343	0.002296942975
344	0.002287206834
345	0.002277453267
346	0.002267783838
347	0.002259746466
348	0.002250228753
349	0.00224079209
350	0.002234047505
351	0.002225663087
352	0.002216429709
353	0.00220727376
354	0.002198194252
355	0.002190911052
356	0.002185094169
357	0.002177084678
358	0.002169410527
359	0.002163647462
360	0.002157791632
361	0.002153141079
362	0.002144567622
363	0.002139615344
364	0.002135464546
365	0.002127948419
366	0.002119483551
367	0.002115752595
368	0.002109636113
369	0.002101395799
370	0.002096013589
371	0.002086651645
372	0.002083307653
373	0.002078735866
374	0.002070647678
375	0.002064816694
376	0.00205807713
377	0.00205160229
378	0.002043725035
379	0.002038422671
380	0.002033935822
381	0.002026145588
382	0.002018529664
383	0.002010898036
384	0.002004074525
385	0.001997914148
386	0.001990507786
387	0.001983156452
388	0.001979059872
389	0.001973602703
390	0.001970045412
391	0.001963525567
392	0.001956298648
393	0.001952344372
394	0.00194958254
395	0.001942454145
396	0.001935378534
397	0.001928420009
398	0.001921447255
399	0.001914525542
400	0.001910564093
401	0.00190567072
402	0.001900261195
403	0.001897362682
404	0.001891270445
405	0.001884559456
406	0.00188098353
407	0.001878162805
408	0.001873170202
409	0.001866579653
410	0.001860020941
411	0.001855344407
412	0.001848935946
413	0.001844613279
414	0.001839614365
415	0.001833251947
416	0.001827580211
417	0.001821952963
418	0.001817689071
419	0.001814812849
420	0.001808670208
421	0.001803630438
422	0.001800440365
423	0.00179433726
424	0.001790862339
425	0.001787823457
426	0.001784447586
427	0.001778447385
428	0.001775167457
429	0.001769281119
430	0.001765818911
431	0.001759940369
432	0.001754101548
433	0.0017483544
434	0.001745657892
435	0.001739911605
436	0.001735672689
437	0.001729992292
438	0.001724543932
439	0.001721936892
440	0.001718896052
441	0.001713321178
442	0.001709567803
443	0.001704172124
444	0.001701747716
445	0.001696278356
446	0.00169115053
447	0.001685747847
448	0.001680380218
449	0.001675047296
450	0.001671217744
451	0.001667878629
452	0.001665109453
453	0.001659913263
454	0.001654704729
455	0.001649529395
456	0.001644386938
457	0.001642252424
458	0.00163715436
459	0.001634741944
460	0.001629689667
461	0.001627471009
462	0.001625859061
463	0.001620901059
464	0.001617290369
465	0.001612342843
466	0.001607426065
467	0.001602539741
468	0.001599222172
469	0.001596867964
470	0.001592083996
471	0.001587288898
472	0.001582523135
473	0.001578708343
474	0.001573992241
475	0.001570871734
476	0.001565475018
477	0.001563595337
478	0.001561280459
