iter	Passed	Remaining
384	5109	8161
385	5113	8134
386	5118	8108
387	5123	8081
388	5129	8056
389	5134	8030
390	5139	8005
391	5144	7979
392	5149	7953
393	5154	7927
394	5159	7901
395	5164	7876
396	5169	7851
397	5174	7826
398	5179	7802
399	5185	7777
400	5190	7752
401	5195	7728
402	5200	7703
403	5204	7678
404	5210	7654
405	5215	7629
406	5219	7605
407	5224	7581
408	5229	7557
409	5234	7532
410	5239	7508
411	5243	7483
412	5248	7459
413	5253	7435
414	5258	7412
415	5263	7389
416	5268	7365
417	5273	7342
418	5277	7318
419	5282	7294
420	5287	7271
421	5291	7247
422	5295	7223
423	5301	7201
424	5306	7178
425	5310	7155
426	5314	7131
427	5319	7108
428	5323	7085
429	5327	7062
430	5332	7039
431	5336	7016
432	5342	6995
433	5346	6973
434	5351	6950
435	5355	6927
436	5360	6906
437	5365	6884
438	5370	6862
439	5375	6841
440	5380	6819
441	5384	6797
442	5389	6776
443	5393	6754
444	5398	6732
445	5403	6711
446	5408	6690
447	5412	6669
448	5417	6648
449	5422	6627
450	5426	6606
451	5431	6584
452	5435	6563
453	5440	6543
454	5445	6522
455	5450	6502
456	5455	6482
457	5460	6462
458	5465	6442
459	5470	6421
460	5474	6401
461	5479	6380
462	5483	6360
463	5488	6340
464	5493	6320
465	5498	6300
466	5502	6280
467	5506	6260
468	5511	6239
469	5516	6220
470	5520	6200
471	5525	6180
472	5530	6161
473	5534	6141
474	5539	6122
475	5544	6103
476	5548	6083
477	5553	6064
478	5557	6045
479	5562	6025
480	5566	6006
481	5570	5986
482	5575	5967
483	5579	5948
484	5583	5929
485	5588	5910
486	5592	5891
487	5596	5872
488	5601	5853
489	5605	5834
490	5610	5815
491	5614	5797
492	5619	5778
493	5623	5760
494	5627	5741
495	5632	5722
496	5636	5704
497	5641	5686
498	5645	5668
499	5649	5649
500	5654	5631
501	5658	5613
502	5662	5594
503	5666	5576
504	5670	5558
505	5674	5540
506	5678	5522
507	5683	5504
508	5687	5486
509	5691	5468
510	5695	5450
511	5699	5432
512	5703	5414
513	5707	5396
514	5711	5378
515	5715	5360
516	5719	5343
517	5723	5325
518	5727	5308
519	5731	5290
520	5735	5273
521	5739	5255
522	5743	5238
523	5747	5221
524	5752	5204
525	5756	5187
526	5759	5169
527	5764	5152
528	5768	5135
529	5772	5118
530	5776	5101
531	5780	5085
532	5784	5068
533	5788	5051
534	5793	5035
535	5798	5020
536	5803	5003
537	5808	4987
538	5813	4972
539	5819	4957
540	5823	4941
541	5827	4924
542	5832	4909
543	5837	4892
544	5841	4876
545	5845	4860
546	5850	4844
547	5854	4828
548	5858	4812
549	5862	4796
550	5866	4780
551	5869	4763
552	5873	4747
553	5878	4732
554	5882	4716
555	5886	4701
556	5891	4685
557	5895	4670
558	5900	4655
559	5904	4639
560	5909	4624
561	5914	4609
562	5918	4593
563	5922	4578
564	5926	4562
565	5930	4547
566	5933	4531
567	5938	4516
568	5942	4500
569	5945	4485
570	5949	4470
571	5953	4454
572	5957	4439
573	5961	4424
574	5965	4409
575	5969	4394
576	5973	4379
577	5977	4364
578	5981	4349
579	5986	4335
580	5990	4319
581	5993	4304
582	5997	4290
583	6001	4275
584	6006	4260
585	6010	4246
586	6014	4231
587	6018	4216
588	6022	4202
589	6026	4188
590	6030	4173
591	6034	4158
592	6039	4144
593	6043	4130
594	6047	4116
595	6052	4102
596	6056	4088
597	6061	4074
598	6065	4060
599	6069	4046
600	6074	4032
601	6078	4018
602	6082	4004
603	6086	3990
604	6091	3976
605	6095	3962
606	6099	3949
607	6104	3935
608	6108	3921
609	6112	3907
610	6116	3894
611	6120	3880
612	6124	3866
613	6128	3852
614	6132	3839
615	6137	3825
616	6141	3812
617	6145	3798
618	6149	3785
619	6153	3771
620	6158	3758
621	6162	3744
622	6166	3731
623	6170	3717
624	6174	3704
625	6178	3691
626	6182	3678
627	6186	3664
628	6191	3651
629	6195	3638
630	6199	3625
631	6203	3612
632	6207	3599
633	6211	3585
634	6216	3573
635	6220	3560
636	6224	3547
637	6229	3534
638	6233	3521
639	6237	3508
640	6241	3495
641	6245	3482
642	6249	3469
643	6254	3457
644	6258	3444
645	6262	3431
646	6266	3419
647	6271	3406
648	6275	3393
649	6279	3381
650	6283	3368
651	6287	3355
652	6291	3343
653	6295	3330
654	6299	3317
655	6303	3305
656	6307	3292
657	6311	3280
658	6315	3268
659	6319	3255
660	6323	3243
661	6328	3230
662	6332	3218
663	6336	3206
664	6340	3194
665	6345	3182
666	6348	3169
667	6352	3157
668	6357	3145
669	6361	3133
670	6365	3121
671	6369	3108
672	6373	3096
673	6377	3084
674	6381	3072
675	6386	3060
676	6390	3048
677	6394	3037
678	6398	3024
679	6403	3013
680	6407	3001
681	6411	2989
682	6413	2976
683	6418	2965
684	6422	2953
685	6426	2941
686	6430	2929
687	6434	2917
688	6438	2906
689	6442	2894
690	6446	2882
691	6450	2870
692	6454	2859
693	6457	2847
694	6461	2835
695	6465	2824
696	6469	2812
697	6473	2800
698	6477	2789
699	6481	2777
700	6485	2766
701	6489	2754
702	6493	2743
703	6497	2731
704	6501	2720
705	6505	2709
706	6509	2697
707	6513	2686
708	6517	2674
709	6521	2663
710	6526	2652
711	6530	2641
712	6534	2630
713	6538	2618
714	6542	2607
715	6546	2596
716	6551	2585
717	6554	2574
718	6559	2563
719	6563	2552
720	6567	2541
721	6572	2530
722	6576	2519
723	6580	2508
724	6585	2497
725	6589	2487
726	6594	2476
727	6599	2465
728	6603	2454
729	6608	2444
730	6613	2433
731	6617	2422
732	6622	2412
733	6626	2401
734	6631	2391
735	6638	2381
736	6643	2370
737	6648	2360
738	6652	2349
739	6659	2339
740	6664	2329
741	6669	2319
742	6675	2308
743	6680	2298
744	6685	2288
745	6692	2278
746	6698	2268
747	6706	2259
748	6713	2249
749	6720	2240
750	6726	2230
751	6732	2220
752	6738	2210
753	6743	2200
754	6749	2190
755	6755	2180
756	6760	2170
757	6765	2160
758	6773	2150
759	6780	2141
760	6786	2131
761	6792	2121
762	6798	2111
763	6804	2101
764	6809	2091
765	6814	2081
766	6820	2071
767	6825	2061
768	6831	2052
769	6836	2042
770	6841	2032
771	6846	2022
772	6849	2011
773	6854	2001
774	6859	1991
775	6864	1981
776	6870	1971
777	6875	1961
778	6880	1951
779	6885	1942
780	6890	1932
781	6895	1922
782	6900	1912
783	6904	1902
784	6906	1891
785	6911	1881
786	6916	1871
787	6920	1861
788	6925	1852
789	6930	1842
790	6935	1832
791	6940	1822
792	6946	1813
793	6951	1803
794	6955	1793
795	6959	1783
796	6964	1773
797	6969	1764
798	6973	1754
799	6977	1744
800	6983	1734
801	6987	1725
802	6991	1715
803	6995	1705
804	7000	1695
805	7004	1686
806	7009	1676
807	7014	1666
808	7020	1657
809	7026	1648
810	7032	1638
811	7037	1629
812	7041	1619
813	7046	1610
814	7052	1600
815	7058	1591
816	7063	1582
817	7069	1572
818	7074	1563
819	7079	1554
820	7085	1544
821	7091	1535
822	7098	1526
823	7102	1517
824	7107	1507
825	7111	1498
826	7115	1488
827	7120	1479
828	7125	1469
829	7129	1460
830	7134	1450
831	7138	1441
832	7144	1432
833	7149	1423
834	7153	1413
835	7158	1404
836	7163	1395
837	7168	1385
838	7176	1377
839	7180	1367
840	7186	1358
841	7192	1349
842	7196	1340
843	7202	1331
844	7207	1322
845	7212	1312
846	7216	1303
847	7220	1294
848	7225	1285
849	7229	1275
850	7235	1266
851	7238	1257
852	7242	1248
853	7247	1239
854	7252	1229
855	7257	1220
856	7262	1211
857	7267	1202
858	7271	1193
859	7276	1184
860	7282	1175
861	7287	1166
862	7291	1157
863	7296	1148
864	7300	1139
865	7305	1130
866	7309	1121
867	7313	1112
868	7317	1103
869	7321	1094
870	7325	1085
871	7330	1075
872	7334	1066
873	7338	1057
874	7342	1048
875	7346	1039
876	7351	1031
877	7355	1022
878	7359	1013
879	7364	1004
880	7368	995
881	7372	986
882	7377	977
883	7381	968
884	7385	959
885	7389	950
886	7395	942
887	7399	933
888	7404	924
889	7408	915
890	7413	906
891	7417	898
892	7420	889
893	7424	880
894	7429	871
895	7433	862
896	7437	854
897	7441	845
898	7446	836
899	7449	827
900	7454	819
901	7458	810
902	7462	801
903	7466	792
904	7469	784
905	7474	775
906	7478	766
907	7482	758
908	7486	749
909	7490	740
910	7494	732
911	7498	723
912	7503	714
913	7507	706
914	7511	697
915	7515	689
916	7520	680
917	7524	672
918	7528	663
919	7532	654
920	7536	646
921	7540	637
922	7545	629
923	7549	620
924	7554	612
925	7558	604
926	7562	595
927	7566	587
928	7570	578
929	7574	570
930	7578	561
931	7582	553
932	7586	544
933	7590	536
934	7594	527
935	7598	519
936	7603	511
937	7607	502
938	7611	494
939	7615	486
940	7619	477
941	7623	469
942	7627	461
943	7632	452
944	7636	444
945	7640	436
946	7644	427
947	7648	419
948	7652	411
949	7656	402
950	7660	394
951	7664	386
952	7668	378
953	7672	369
954	7676	361
955	7680	353
956	7685	345
957	7689	337
958	7693	328
959	7697	320
960	7702	312
961	7706	304
962	7710	296
963	7715	288
964	7720	280
965	7724	271
966	7728	263
967	7733	255
968	7737	247
969	7742	239
970	7747	231
971	7749	223
972	7753	215
973	7757	207
974	7761	199
975	7765	190
976	7769	182
977	7774	174
978	7778	166
979	7782	158
980	7786	150
981	7790	142
982	7795	134
983	7799	126
984	7803	118
985	7808	110
986	7812	102
987	7816	94
988	7820	86
989	7824	79
990	7828	71
991	7832	63
992	7836	55
993	7839	47
994	7843	39
995	7847	31
996	7850	23
997	7854	15
998	7858	7
999	7862	0
0
947	16474	903
948	16504	886
949	16519	869
950	16525	851
951	16531	833
952952	16573	817
953	16602	800
954	16620	783
955	16637	765
956	16653	748
957	16665	730
958	16688	713
959	16698	695
960	16716	678
961	16728	660
962	16738	643
963	16756	625
964	16786	608
965	16801	591
966	16829	574
967	16961	560
968	16971	542
969	16978	525
970	16986	507
971	16994	489
972	17000	471
973	17006	453
974	17012	436
975	17018	418
976	17024	400
977	17030	383
978	17036	365
979	17041	347
980	17047	330
981	17053	312
982	17058	295
983	17064	2986	17004	223
987	17030	206
988	17037	189
989	17045	172
990	17055	154
991	17062	137
992	17067	120
993	17076	103
994	17088	85
995	17093	68
996	17103	51
997	17111	34
998	17120	17
999	17131	0
34
998	17121	17
999	17132	0
	0
